gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,churn_probability,churn_prediction
1,0,0,0,-1.2802480369298874,1,0,-1.4974224132778524,-0.9986500811217108,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,0.21775794578736754,0
1,0,0,1,-0.22090504374582004,1,0,-1.5173666792995961,-0.7702914491857906,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0.05091789756183973,0
1,0,1,1,0.06430268518835193,1,0,-1.5024084797832884,-0.7078854822473519,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0.01671557120376514,0
0,0,1,0,0.9606698332671781,1,0,0.5152864327497723,0.9840022682925696,0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,0.03524951099801082,0
0,0,0,0,1.0421577558197987,1,0,-1.344516373777818,-0.37917876137436635,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0.0046288515028127565,0
0,0,1,1,-0.42462485012737144,1,0,-1.3145999747452028,-0.76232801544073,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0.02429841043712592,0
0,0,1,1,-0.9135523854430948,1,0,-1.286345597881066,-0.907853700804067,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0.04333937513010619,0
1,0,0,0,-0.791320501614164,1,0,-1.4891123024354593,-0.8889267585512638,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0.03451443422806254,0
0,0,0,0,0.10504664646466222,1,0,0.6814886495976356,0.27980089587271084,1,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,0.2131413164055833,0
0,0,0,0,0.06430268518835193,1,1,0.1729098660431739,0.05858950087141567,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.3098115526263064,0
0,1,0,0,-1.1580161531009565,1,1,0.9806526399237896,-0.8201015139956156,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,0.8479898615358494,1
1,0,1,0,1.6125732136881425,1,0,-1.4658439920767583,-0.34906771688127025,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0.0019111532546191746,0
1,0,0,0,-1.2395040756535771,1,0,0.18288199905404562,-0.9489503131781609,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,0.43713347214222076,0
0,0,0,0,-1.0357842692720256,1,1,1.0155551054618408,-0.7157827378726473,1,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,0.7505243715824027,1
1,1,1,0,-0.22090504374582004,1,1,0.35573230457582355,-0.17177653403071083,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.5855738161643246,1
1,0,1,1,-1.1580161531009565,1,1,0.1579516665268661,-0.8816692247503637,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.5481253161630545,1
0,0,0,0,0.18653456901728277,1,0,-1.494098368940895,-0.6613622640525242,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0.01119944104075479,0
1,0,0,0,-0.46536881140368175,1,0,-1.4891123024354593,-0.8230795293850426,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0.08336995910362016,0
0,1,1,0,0.8384379494382472,1,1,1.0321753271466272,1.2057430882519853,0,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,0.2912651144324113,0
0,0,0,0,-0.5876006952326126,1,1,0.8410427777715843,-0.2958384492169179,1,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,0.5840640449470014,1
0,0,0,0,-1.2395040756535771,1,0,0.1380074005051227,-0.9545313346116798,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.6276798112771127,1
1,0,1,1,-0.01718523736426863,1,1,1.155164967614046,0.4064878764762648,1,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,0.4020800694257422,0
1,1,1,0,-0.38388088885106114,1,1,-1.4641819699082799,-0.7932993754907718,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,0.08762323100343461,0
1,0,0,0,-1.1987601143772668,1,1,-0.48691293484284354,-0.9363985297960572,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.2991070937053739,0
0,0,1,1,1.5718292524118322,0,0,-0.20436916620147588,0.8214688061496158,0,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,0.008262835259425663,0
1,0,0,0,-0.9542963467194051,1,1,1.033837349315106,-0.6423029655601908,0,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,0.5815394991574919,1
0,0,0,0,-1.2802480369298874,1,0,-0.5085192230330657,-0.9855247540349766,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0.4136499838547162,0
1,0,1,1,-0.5876006952326126,1,0,-0.24425769824496293,-0.5702129337628004,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,0.28810716537422143,0
1,0,1,1,-0.8320644628904743,1,0,-0.37057138304933923,-0.7001426422348415,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,0.14397096808510132,0
1,0,1,0,1.5718292524118322,1,1,0.5086383440758576,1.4568449340138263,0,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,0.010515709932107991,0
0,0,0,0,1.2866215234776603,1,1,-1.3428543516093396,-0.3009341644388264,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,0.008748316378615364,0
1,0,0,0,-1.1580161531009565,0,1,-0.8226414128755275,-0.9356926298518967,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,0.5742347224860402,1
0,0,0,0,-0.38388088885106114,1,1,-1.5057325241202457,-0.7999171874672764,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0.10083715180508061,0
0,0,1,1,0.2680224915699033,1,0,-0.4569965358102282,-0.09587023066020262,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0529227893994583,0
1,0,1,0,-0.18016108246950976,1,0,-0.34730307269063826,-0.3780316739651055,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,0.0345635089048843,0
0,1,0,0,-1.1172721918246462,1,1,0.6615443835758922,-0.8341974535055704,0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0.7430149455212437,1
0,1,1,0,0.512486259227765,1,1,0.7080810042932936,0.6962598035541478,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,0.47794555787951504,0
1,0,0,0,0.18653456901728277,1,1,0.18454402122252414,0.11894394609713808,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.28924431600505146,0
0,1,1,0,1.1236456783724194,1,1,1.5025276008260804,1.934628899344207,0,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0.08130339794356964,0
1,1,0,0,-0.9950403079957154,1,1,1.1900674331520973,-0.6458545246542483,1,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,0.8228728254994807,1
0,0,0,0,0.5939741817803856,1,0,1.0005969059455335,1.0288269147467612,0,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,0.12506863433917964,0
1,0,1,1,-0.26164900502213034,1,1,0.6299659623747981,-0.09384076832074123,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.5555115454336105,1
0,1,1,1,-1.1987601143772668,1,1,0.7812099797063535,-0.8865884649862322,1,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,0.4779781116412479,0
0,0,1,1,0.7162060656093164,1,1,0.16459975520078074,0.5622491110299289,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.1929823068473331,0
1,0,1,1,-0.22090504374582004,1,0,0.22609457543448996,-0.14391554560962636,0,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,0.20541637648777442,0
0,1,0,0,-0.9950403079957154,1,1,0.9075236645107296,-0.685318743407471,1,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,0.7948049982148958,1
0,0,1,0,1.2051336009250397,1,0,-1.367784684136519,-0.3823111923765785,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0.004408427422470027,0
0,0,1,0,1.5718292524118322,1,0,0.5668091199726097,1.6064074846828311,0,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,0.010856069933714069,0
1,0,0,0,1.368109446030281,1,0,-1.3195860412506386,-0.25835957405664656,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0.0032513922423410245,0
1,0,1,1,1.4495973685829016,1,1,1.658757684663072,2.4558918893602226,0,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0.05597635450763131,0
0,0,0,0,-0.791320501614164,0,0,-0.5201533782124163,-0.720856393721301,0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,0.5770350208940395,1
1,0,1,0,0.9606698332671781,1,1,0.5352306987715161,1.0033483386372184,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,0.17579725531266632,0
1,0,1,0,0.22727853029359305,1,1,0.4870320558856357,0.3219563581630455,1,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0.2690114562598576,0
1,1,0,0,-0.7505765403378537,1,0,0.8526769329509349,-0.44877608399394014,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,0.6100089668541772,1
0,0,0,1,-0.6690886177852331,1,1,-1.5123806127941604,-0.8483816305085454,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,0.06185906793041922,0
0,0,1,1,-0.7505765403378537,1,0,0.17955795471708852,-0.5456608513299681,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.47903613191250854,0
1,0,1,1,-0.01718523736426863,1,1,0.16459975520078074,0.02850051575157465,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.31623205556041384,0
0,0,0,0,-0.9950403079957154,1,0,-0.3506271170275956,-0.8098218460587784,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.08272344018144538,0
0,0,1,1,0.4309983366751445,1,1,1.1468548567716528,0.8500136351416057,0,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,0.46323876989386176,0
0,0,0,0,0.797693988161937,1,0,0.30587163952146457,0.703407040488773,0,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,0.0250913564668919,0
1,0,0,0,-1.1987601143772668,1,1,-0.4835888905058862,-0.9401706826226647,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0.3036459440490624,0
1,0,0,0,-0.13941712119319946,1,1,-1.495760391109374,-0.7549160660270449,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0.03563496681683098,0
0,0,0,0,-1.2802480369298874,1,0,-1.5007464576148097,-0.9986941998682208,1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0.21337612396578873,0
1,1,0,0,-0.8320644628904743,0,1,-0.7029758167450658,-0.7748797988228339,1,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,0.5472315536555149,1
0,0,1,1,-0.6690886177852331,0,1,-0.9738854302070831,-0.7635192215965009,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.39915359304529313,0
0,0,0,0,0.3087664528462136,1,1,0.5302446322660801,0.408252626336666,0,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,False,True,0.1056879020809992,0
0,0,0,0,-1.1172721918246462,0,0,-0.8409236567287923,-0.9143832752875517,1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,0.6030076698332628,1
1,0,1,0,0.3087664528462136,1,1,1.0737258813585928,0.62809634019615,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,0.5147033891636591,1
0,0,0,0,0.1457906077409725,1,0,-1.504070501951767,-0.7334964145964248,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0.019182129237281374,0
0,0,0,0,-1.1172721918246462,1,1,0.5053142997389005,-0.8253737042035643,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.7195911186644847,1
0,0,0,0,-0.9135523854430948,1,1,0.6615443835758922,-0.6402735032207295,1,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.4967794322516304,0
1,0,1,1,-1.2395040756535771,1,1,0.8227605339183194,-0.9255011994080794,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,0.6923563283641407,1
1,0,0,0,-0.38388088885106114,1,1,0.8576629994563706,-0.1500480513745206,1,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,0.5227980958799462,1
1,0,1,1,-0.26164900502213034,1,1,-1.4874502802669807,-0.7841667949631953,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,0.037188024754798855,0
0,1,1,0,1.6125732136881425,1,1,1.582304664913055,2.5428058199849835,0,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,0.13883379838275262,0
0,0,1,0,0.06430268518835193,1,0,-0.48525091267436476,-0.20647592816085023,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0926483727015675,0
1,0,0,0,-0.9135523854430948,1,0,-0.08470357007101424,-0.7369376768242072,0,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,0.1812578281572021,0
0,0,0,0,-0.7505765403378537,1,0,-0.3024284741417151,-0.6565533206829308,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,0.0614078544354019,0
0,0,0,0,-0.38388088885106114,1,1,0.8393807556031058,-0.05007497178279042,1,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.47618685118389026,0
1,0,1,0,0.5939741817803856,1,0,-1.5007464576148097,-0.5780440112683308,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0.006737310311901676,0
1,0,1,0,-0.3431369275747509,1,1,0.8127884009074476,-0.03225099819273808,0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,0.3835759511627522,0
1,0,1,0,0.6754621043330061,1,1,1.1385447459292597,1.134050125173185,1,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,0.44658351917053457,0
1,1,0,0,-0.506112772679992,1,0,-0.3589372278699887,-0.5415136891580251,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,0.059658770685368595,0
0,0,0,0,-1.2395040756535771,1,0,0.16459975520078074,-0.9435898854771921,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5631720369665187,1
0,0,0,0,-1.2395040756535771,1,1,-0.5234774225493735,-0.9671713554868038,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0.3733749239187441,0
1,0,0,0,-0.42462485012737144,0,0,-0.2675260086036639,-0.4316800697213032,0,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,0.11367573281899591,0
1,0,0,0,-1.0357842692720256,1,1,1.1053043025596871,-0.6927968709409212,1,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,0.7423815784611996,1
1,0,0,0,-1.2802480369298874,1,0,-1.4525478147289292,-0.9980544780438254,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0.20576848413405135,0
0,0,1,1,1.082901717096109,1,1,1.0587676818422855,1.454815471674365,0,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,0.19126025108733993,0
0,0,1,1,1.0421577558197987,1,1,-1.3395303072723823,-0.34650882958368834,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0.008915145294819274,0
0,0,0,0,0.3495104141225239,1,1,1.6521095959891574,0.990090655310954,1,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,0.3198543439036434,0
0,1,0,0,1.082901717096109,1,1,0.4787219450432425,1.0178413468657637,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,0.07366260136693463,0
0,0,1,1,-1.1987601143772668,1,1,0.1579516665268661,-0.91903780304436,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.6425979379588102,1
1,0,0,0,-0.01718523736426863,1,1,-1.4874502802669807,-0.7362758956265567,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0.019096021138221824,0
1,1,1,0,0.5532302205040753,1,1,1.131896657255345,1.0066131258789603,0,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,0.6230624764638546,1
1,0,0,0,-1.2395040756535771,1,1,0.5368927209399946,-0.9318542989055238,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.7318630814147975,1
0,0,1,1,0.797693988161937,1,0,-1.5024084797832884,-0.5607053438898886,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0.006690042684048551,0
0,1,0,0,-0.791320501614164,1,1,0.31584377253233625,-0.592492900750366,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.6529238892330889,1
0,1,0,0,-0.8728084241667845,1,0,0.8277466004237555,-0.5451314263718476,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,0.6747891959911496,1
1,0,0,0,-0.01718523736426863,1,0,0.7596036915161316,0.21313746989605414,0,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.19407588061653266,0
1,1,1,0,-0.6283446565089229,1,1,1.1850813666466615,-0.29155893080544487,1,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,0.7109960021095821,1
0,0,0,0,-0.6690886177852331,1,1,0.33080197204864403,-0.5091084698464075,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.5226342894001845,1
0,0,0,0,0.7569500268856267,1,0,1.4177644702336702,1.4989783369309058,0,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,0.17106769289786725,0
1,0,0,0,-0.13941712119319946,1,1,0.35074623807038746,-0.01738298061885753,0,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,False,False,0.12231015997697689,0
1,0,1,0,1.5310852911355222,1,0,0.005045627026832042,0.9882376679575328,0,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,0.0036191515797016098,0
0,0,1,1,1.5718292524118322,1,0,1.1850813666466615,2.151406360321243,0,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,0.03563659063114412,0
1,0,1,1,0.3495104141225239,1,0,0.1230492009888149,0.24558680795418178,0,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,0.06632083460865647,0
1,0,0,0,-1.2802480369298874,1,1,0.5235965435921655,-0.9718258832436119,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.7354418587533225,1
0,0,1,0,-1.0357842692720256,1,0,0.5468648539508664,-0.7514306850527525,0,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,0.2543935775786081,0
1,0,1,1,-0.3023929662984406,1,1,0.8510149107824564,-0.04619252208990782,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,0.3941971910457881,0
1,0,1,1,1.4088534073065913,1,0,0.8227605339183194,1.6567690338240317,0,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,0.037860123354211184,0
1,0,1,1,-1.1172721918246462,1,1,-0.3024284741417151,-0.8929195051104216,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0.29556217242159594,0
1,0,0,1,-0.7098325790615434,1,1,-1.3295581742615106,-0.8643526167451766,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,0.1872993525035916,0
0,0,1,1,-0.506112772679992,1,0,-1.4891123024354593,-0.8231015887582976,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,0.1045630462517546,0
1,0,1,1,-1.1987601143772668,1,1,-0.28747027462540753,-0.9331778613008248,1,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,0.3263750501890159,0
1,0,1,1,0.8791819107145575,1,1,1.3429734726521318,1.4799852165583378,0,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,True,False,0.19684279651673955,0
1,0,0,0,0.3902543753988342,1,1,-1.504070501951767,-0.6370307753522422,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0.018341325717803333,0
0,0,1,0,-0.9542963467194051,1,1,0.4970041888965074,-0.6680462541487939,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.7041563874013226,1
0,0,0,0,1.24587756220135,1,0,1.0853600365379437,1.751381685714793,0,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,0.10194057246121493,0
0,0,1,0,1.4903413298592119,1,0,-1.3478404181147754,-0.2830219533557539,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0.003112268103724199,0
0,0,0,0,1.4903413298592119,1,0,-1.336206262935425,-0.2670289077458677,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0.002615577228142366,0
1,0,1,0,0.3087664528462136,1,1,-0.48691293484284354,-0.09917913664845494,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0.11125058721193584,0
1,0,0,0,1.1236456783724194,0,0,-0.837599612391835,0.06229547557825831,0,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,0.010482436583865322,0
0,0,0,0,-1.1580161531009565,1,1,0.9839766842607471,-0.8365357470706021,1,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,0.46016275074053536,0
0,1,0,0,1.5718292524118322,1,0,0.8327326669291911,1.7692277186781005,0,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,0.015820572871659132,0
0,0,1,0,0.18653456901728277,1,1,0.47041183420084937,0.2454544517146518,1,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0.35625325143395725,0
1,0,1,0,-0.01718523736426863,1,1,1.131896657255345,0.38056811290162157,0,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,0.5341800551644668,1
1,0,0,0,0.2680224915699033,1,1,-0.3639232943754246,-0.036442279111191016,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,0.03066794867244552,0
0,0,0,0,0.22727853029359305,1,1,-1.3478404181147754,-0.6039417154697189,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,0.04155959341567803,0
1,0,0,0,0.797693988161937,1,1,0.8194364895813623,1.0122823848054996,0,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,0.11141497690158624,0
0,0,1,1,0.6347181430566958,1,1,1.3446354948206103,1.1974708232813545,0,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,0.291378278200896,0
1,0,1,1,1.5310852911355222,0,0,-0.17611478933733907,0.8212702717903207,0,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,0.009834059712764028,0
1,0,0,0,-0.506112772679992,1,0,0.19119210989643878,-0.3484279950568748,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.36153546484691607,0
0,0,0,0,0.7162060656093164,1,1,0.5884154081628322,0.8364030018432614,0,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,0.05124524106561977,0
0,0,0,0,-0.5468567339563023,0,1,-0.6630872847015785,-0.6131404741170604,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,0.3032591624069361,0
1,0,1,1,-0.3023929662984406,1,1,-0.10630985826123643,-0.2966105272808434,0,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,0.06149089109418285,0
1,0,0,0,-0.8320644628904743,1,1,-0.5234774225493735,-0.7457173073797034,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.2985447217384847,0
1,1,1,0,0.2680224915699033,1,1,1.3579316721684396,0.883036516904364,1,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,0.6664173123779626,1
1,0,0,0,-1.0357842692720256,1,0,0.327477927711687,-0.7671148994370685,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0.49185304915329403,0
0,0,1,1,-0.38388088885106114,1,1,0.048258203407276413,-0.33067019958658733,0,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True,0.04409997150322621,0
1,0,0,0,-0.22090504374582004,1,1,-1.509056568457203,-0.773622414547298,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,0.1081867483195195,0
1,1,0,0,0.5939741817803856,1,1,0.706418982124815,0.6980907315343142,0,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0.3866876318289007,0
1,0,1,1,-0.26164900502213034,1,1,-1.5173666792995961,-0.7798210984319573,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0.019664112380119374,0
